name,description,logoid,update_mode,type,typespecs,dps_common_stock_prim_issue_fy,fundamental_currency_code,dps_common_stock_prim_issue_fq,dividends_yield_current,dividends_yield,dividend_payout_ratio_ttm,dps_common_stock_prim_issue_yoy_growth_fy,continuous_dividend_payout,continuous_dividend_growth
EML,Eastern Company (The),eastern-company-the,streaming,stock,common,0.44,USD,0.11,1.56584,1.5658362,16.38977874,0,20,0
EMN,Eastman Chemical Company,eastman,streaming,stock,common,3.26,USD,0.83,3.33163,3.3929482,42.41367646,2.51572327,20,15
EMR,Emerson Electric Company,emerson,streaming,stock,common,2.1,USD,0.5275,1.73094,1.7350545,50.00118909,0.96153846,20,19
ENFN,"Enfusion, Inc.",enfusion,streaming,stock,common,0,USD,0,0,,0,,0,0
ENFY,Enlightify Inc.,china-green-agriculture,streaming,stock,common,0,USD,0,0,,0,,0,0
ENGN,enGene Holdings Inc.,engene,streaming,stock,common,0,USD,0,0,,0,,0,0
ENLV,Enlivex Therapeutics Ltd.,enlivex-therapeutics-ltd,streaming,stock,common,0,USD,0,0,,0,,0,0
ENOV,Enovis Corporation,enovis,streaming,stock,common,0,USD,0,0,,0,,0,0
ENPH,"Enphase Energy, Inc.",enphase-energy,streaming,stock,common,0,USD,0,0,,0,,0,0
ENR,"Energizer Holdings, Inc.",energizer-holdings,streaming,stock,common,1.2,USD,0.3,3.90498,3.904979,151.34317064,0,10,0
ENS,EnerSys,enersys,streaming,stock,common,0.85,USD,0.24,0.916346,0.945906,11.50520208,21.42857143,11,1
ENSC,"Ensysce Biosciences, Inc.",,streaming,stock,common,0,USD,0,0,,0,,0,0
ENSG,"The Ensign Group, Inc.",ensign-group,streaming,stock,common,0.2425,USD,0.0625,0.187766,0.19357337,4.71863325,4.30107527,18,17
ENTA,"Enanta Pharmaceuticals, Inc.",enanta-pharmaceuticals,streaming,stock,common,0,USD,0,0,,0,,0,0
ENTG,"Entegris, Inc.",entegris,streaming,stock,common,0.4,USD,0.1,0.395179,0.39517885,20.74688797,0,8,0
ENTO,Entero Therapeutics Inc.,first-wave-biopharma,streaming,stock,common,0,USD,0,0,,0,,0,0
ENTX,Entera Bio Ltd.,entera-bio,streaming,stock,common,0,USD,0,0,,0,,0,0
ENVA,"Enova International, Inc.",enova-international,streaming,stock,common,0,USD,0,0,,0,,0,0
ENVB,"Enveric Biosciences, Inc.",enveric-biosciences,streaming,stock,common,0,USD,0,0,,0,,0,0
ENVX,Enovix Corporation,enovix,streaming,stock,common,0,USD,0,0,,0,,0,0
ENZ,"Enzo Biochem, Inc.",enzo-biochem,streaming,stock,common,0,USD,0,0,0,0,,0,0
EOG,"EOG Resources, Inc.",eog,streaming,stock,common,3.705,USD,0.975,2.9187,3.0723176,32.99081066,-37.0433305,20,0
EOLS,"Evolus, Inc. Common Stock",evolus,streaming,stock,common,0,USD,0,0,,0,,0,0
EONR,EON Resources Inc.,hnr-acquisition,streaming,stock,common,0,USD,0,0,,,,0,0
EOSE,"Eos Energy Enterprises, Inc.",eos-energy-enterprises,streaming,stock,common,0,USD,0,0,,0,,0,0
EP,Empire Petroleum Corporation,empire-petroleum,streaming,stock,common,0,USD,0,0,,0,,0,0
EPAC,Enerpac Tool Group Corp.,enerpac-tool,streaming,stock,common,0.04,USD,,0.0864491,0.0864491,2.44379277,0,20,0
EPAM,"EPAM Systems, Inc.",epam-sys,streaming,stock,common,0,USD,0,0,,0,,0,0
EPC,Edgewell Personal Care Company,edgewell-personal-care,streaming,stock,common,0.6,USD,0.15,1.90658,1.9065778,32.81557646,0,4,0
EPD,Enterprise Products Partners L.P.,enterprise-prods-partners,streaming,stock,common,2.08,USD,0.525,6.28554,6.4052677,77.32342007,5.05050505,20,19
EPIX,ESSA Pharma Inc.,essa-pharma,streaming,stock,common,0,USD,0,0,,0,,0,0
EPM,"Evolution Petroleum Corporation, Inc.",evolution-petroleum,streaming,stock,common,0.48,USD,0.12,9.52381,9.523809,987.65432099,0,11,0
EPOW,"Sunrise New Energy Co., Ltd",sunrise-new-energy-co-ltd,streaming,stock,common,,USD,,0,,0,,0,0
EPSN,Epsilon Energy Ltd.,epsilon-energy-ltd,streaming,stock,common,0.25,USD,0.0625,3.78788,3.787879,104.51505017,0,2,0
EPWK,EPWK Holdings Ltd.,,streaming,stock,common,,USD,,0,,0,,0,0
EQ,"Equillium, Inc.",equillium,streaming,stock,common,0,USD,0,0,,0,,0,0
EQBK,"Equity Bancshares, Inc.",equity-bancshares,streaming,stock,common,0.54,USD,0.15,1.25757,1.2575688,13.53315623,22.72727273,4,3
EQH,"Equitable Holdings, Inc.",axa-equitable-hldgs,streaming,stock,common,0.94,USD,0.24,1.70847,1.74482,24.59445317,9.30232558,7,6
EQT,EQT Corporation,eqt,streaming,stock,common,0.63,USD,0.1575,1.30787,1.307868,153.28467153,3.7037037,3,2
EQV,EQV Ventures Acquisition Corp.,,streaming,stock,common,,USD,0,0,,,,,
EQX,Equinox Gold Corp.,equinox-gold,streaming,stock,common,0,USD,0,0,,0,,0,0
ERAS,"Erasca, Inc.",erasca,streaming,stock,common,0,USD,0,0,,0,,0,0
ERIE,Erie Indemnity Company,erie-indemnity,streaming,stock,common,5.19,USD,1.365,1.21242,1.2754923,45.55108919,7.12074303,20,19
ERII,"Energy Recovery, Inc.",energy-recovery,streaming,stock,common,0,USD,0,0,,0,,0,0
ERNA,Eterna Therapeutics Inc.,eterna-therapeutics,streaming,stock,common,0,USD,0,0,,0,,0,0
ES,Eversource Energy (D/B/A),eversource-energy,streaming,stock,common,2.86,USD,0.715,4.53896,4.7770195,124.08347434,5.92592593,20,19
ESAB,ESAB Corporation,esab,streaming,stock,common,0.3,USD,0.08,0.239425,0.25538707,6.91196461,30.43478261,3,2
ESBA,"Empire State Realty OP, L.P. Series ES Operating Partnership",empire-state-realty-op-lp-series-250-operating-partnership,streaming,stock,common,0.14,USD,0.035,1.51515,1.5151515,54.13766435,0,11,0
ESCA,"Escalade, Incorporated",escalade-incorporated,streaming,stock,common,0.6,USD,0.15,3.93959,3.9395933,64.93506494,0,15,0
ESE,ESCO Technologies Inc.,esco-technologies,streaming,stock,common,0.32,USD,0.08,0.194081,0.19408053,7.50574659,0,15,0
ESEA,Euroseas Ltd.,euroseas,streaming,stock,common,2.4,USD,0.6,6.77966,7.3446317,14.85985301,20,3,2
ESGL,ESGL Holdings Limited,esgl-limited,streaming,stock,common,0,USD,0,0,,,,0,0
ESGR,Enstar Group Limited,enstar-group,streaming,stock,common,0,USD,0,0,,0,,0,0
ESHA,ESH Acquisition Corp.,esh-acquisition,streaming,stock,common,0,USD,0,0,,0,,0,0
ESI,Element Solutions Inc.,element-solutions,streaming,stock,common,0.32,USD,0.08,1.22558,1.225584,31.78386969,0,5,0
ESLA,"Estrella Immunopharma, Inc.",estrella-immunopharma,streaming,stock,common,0,USD,0,0,,0,,0,0
ESNT,Essent Group Ltd.,essent,streaming,stock,common,1.12,USD,0.28,1.94377,2.1520305,16.36326447,12,6,5
ESOA,Energy Services of America Corporation,energy-services-of-america,streaming,stock,common,0.06,USD,0.03,0.281162,0.2811621,2.08130984,20,2,1
ESP,Espey Mfg. & Electronics Corp.,espey-mfg-and-electronics,streaming,stock,common,0.675,USD,0.25,3.26249,3.2624907,35.70262771,92.85714286,2,1
ESPR,"Esperion Therapeutics, Inc.",esperion-therapeutics,streaming,stock,common,0,USD,0,0,,0,,0,0
ESQ,"Esquire Financial Holdings, Inc.",esquire-financial-holdings,streaming,stock,common,0.6,USD,0.15,0.810425,0.9076763,11.64822365,26.31578947,3,2
ESSA,"ESSA Bancorp, Inc.",essa-bancorp,streaming,stock,common,0.6,USD,0.15,2.85714,2.8571432,34.42538298,0,17,0
ESTA,Establishment Labs Holdings Inc.,establishment-labs,streaming,stock,common,0,USD,0,0,,0,,0,0
ESTC,Elastic N.V.,elastic-n-v,streaming,stock,common,0,USD,0,0,,0,,0,0
ET,Energy Transfer LP,energy-transfer,streaming,stock,common,1.275,USD,0.3225,6.66148,6.7392426,99.17548227,3.2388664,19,3
ETD,Ethan Allen Interiors Inc.,ethan-allen,streaming,stock,common,1.47,USD,0.39,5.47368,5.4736843,64.124057,11.36363636,20,4
ETN,"Eaton Corporation, PLC",eaton,streaming,stock,common,3.76,USD,0.94,1.28188,1.4182463,39.5764478,9.30232558,20,15
ETNB,"89bio, Inc.",89bio,streaming,stock,common,0,USD,0,0,,0,,0,0
ETON,"Eton Pharmaceuticals, Inc.",eton-pharmaceuticals,streaming,stock,common,0,USD,0,0,,0,,0,0
ETR,Entergy Corporation,entergy,streaming,stock,common,2.295,USD,0.6,2.66865,2.748826,94.08822565,5.76036866,20,10
ETSY,"Etsy, Inc.",etsy,streaming,stock,common,0,USD,0,0,,0,,0,0
ETWO,"E2open Parent Holdings, Inc.",e2open,streaming,stock,common,0,USD,0,0,,0,,0,0
EUDA,Euda Health Holdings Limited,euda-health-limited,streaming,stock,common,0,USD,,0,,,,0,0
EURK,Eureka Acquisition Corp,,streaming,stock,common,0,USD,0,0,,0,,0,0
EVBN,"Evans Bancorp, Inc.",evans-bancorp,streaming,stock,common,1.32,USD,0.66,3.04077,3.040774,61.18759561,0,20,0
EVC,Entravision Communications Corporation,entravision,streaming,stock,common,0.2,USD,0.05,8.96861,8.96861,-27.12232167,100,12,1
EVCM,EverCommerce Inc.,evercommerce,streaming,stock,common,0,USD,0,0,,0,,0,0
EVER,"EverQuote, Inc.",everquote,streaming,stock,common,0,USD,0,0,,0,,0,0
EVEX,"Eve Holding, Inc.",eve,streaming,stock,common,0,USD,0,0,,0,,0,0
EVGN,Evogene Ltd.,evogene,streaming,stock,common,0,USD,0,0,,0,,0,0
EVGO,EVgo Inc.,evgo,streaming,stock,common,0,USD,0,0,,0,,0,0
EVH,"Evolent Health, Inc",evolent-health,streaming,stock,common,0,USD,0,0,,0,,0,0
EVI,"EVI Industries, Inc.",evi-industries,streaming,stock,common,0,USD,0,0,0,0,,0,0
EVLV,"Evolv Technologies Holdings, Inc.",evolv-technologies,streaming,stock,common,0,USD,0,0,,0,,0,0
EVOK,"Evoke Pharma, Inc.",evoke-pharma,streaming,stock,common,0,USD,0,0,,0,,0,0
EVR,Evercore Inc.,evercore-inc,streaming,stock,common,3.16,USD,0.8,1.32341,1.3234078,34.91018361,5.33333333,18,15
EVRG,"Evergy, Inc.",evergy,streaming,stock,common,2.595,USD,0.6675,3.76578,3.874619,68.47507718,4.63709677,20,19
EVRI,Everi Holdings Inc.,everi-holdings,streaming,stock,common,0,USD,0,0,,0,,0,0
EVTC,"Evertec, Inc.",evertec-inc,streaming,stock,common,0.2,USD,0.05,0.535619,0.53561866,11.54867768,0,12,0
EVTL,Vertical Aerospace Ltd.,vertical-aerospace,streaming,stock,common,0,USD,0,0,,0,,0,0
EVTV,"Envirotech Vehicles, Inc.",envirotech-vehicles,streaming,stock,common,0,USD,0,0,,0,,0,0
EW,Edwards Lifesciences Corporation,edwards,streaming,stock,common,0,USD,0,0,,0,,0,0
EWBC,"East West Bancorp, Inc.",east-west-bancorp,streaming,stock,common,2.2,USD,0.55,2.38272,2.5415654,26.41088128,14.58333333,20,7
EWCZ,"European Wax Center, Inc.",european-wax-center,streaming,stock,common,0,USD,0,0,,0,,0,0
EWTX,"Edgewise Therapeutics, Inc.",edgewise-therapeutics,streaming,stock,common,0,USD,0,0,,0,,0,0
EXAS,Exact Sciences Corporation,exact-sciences,streaming,stock,common,0,USD,0,0,,0,,0,0
EXC,Exelon Corporation,exelon,streaming,stock,common,1.52,USD,0.38,3.48416,3.6199098,61.96746708,5.55555556,20,2
EXE,Expand Energy Corporation,chesapeake-energy,streaming,stock,common,2.3,USD,0.575,2.32605,2.3260517,-55.79138872,2.22222222,5,4
EXEL,"Exelixis, Inc.",exelixis,streaming,stock,common,0,USD,0,0,,0,,0,0
EXFY,"Expensify, Inc.",expensify,streaming,stock,common,0,USD,0,0,,0,,0,0
EXLS,"ExlService Holdings, Inc.",exlservice,streaming,stock,common,0,USD,0,0,,0,,0,0
EXOD,"Exodus Movement, Inc.",exodus-movement,streaming,stock,common,0,USD,0,0,,,,0,0
EXOZ,eXoZymes Inc.,,streaming,stock,common,,USD,,0,,,,0,0
EXP,Eagle Materials Inc,eagle-materials,streaming,stock,common,1,USD,0.25,0.442067,0.44206712,7.14607288,0,3,0
EXPD,"Expeditors International of Washington, Inc.",expeditors,streaming,stock,common,1.46,USD,0.73,1.24404,1.2440355,25.50396534,5.79710145,20,19
EXPE,"Expedia Group, Inc.",expedia,streaming,stock,common,0,USD,0,0,0.8082441,0,,0,0
EXPI,"eXp World Holdings, Inc.",exp-world,streaming,stock,common,0.2,USD,0.05,1.97824,1.9782394,-143.67816092,5.26315789,4,3
EXPO,"Exponent, Inc.",exponent,streaming,stock,common,1.12,USD,0.28,1.32294,1.4174345,52.88007554,7.69230769,12,11
EXTR,"Extreme Networks, Inc.",extreme-networks,streaming,stock,common,0,USD,0,0,,0,,0,0
EYE,"National Vision Holdings, Inc.",national-vision-holdings,streaming,stock,common,0,USD,0,0,,0,,0,0
EYEN,"Eyenovia, Inc.",,streaming,stock,common,0,USD,0,0,,0,,0,0
EYPT,"EyePoint Pharmaceuticals, Inc.",eyepoint-pharmaceuticals,streaming,stock,common,0,USD,0,0,,0,,0,0
EZGO,EZGO Technologies Ltd.,ezgo-technologies-ltd,streaming,stock,common,0,USD,0,0,,0,,0,0
EZPW,"EZCORP, Inc.",ezcorp,streaming,stock,common,0,USD,0,0,,0,,0,0
F,Ford Motor Company,ford,streaming,stock,common,0.78,USD,0.15,7.8534,6.282723,53.36252309,-37.6,13,0
FA,First Advantage Corporation,first-advantage,streaming,stock,common,0,USD,0,0,,0,,0,0
FAAS,DigiAsia Corp.,stonebridge-acquisition,streaming,stock,common,0,USD,,0,,,,0,0
FACT,FACT II Acquisition Corp.,,streaming,stock,common,,USD,,0,,,,,
FAF,First American Corporation (New),first-american,streaming,stock,common,2.14,USD,0.54,3.25773,3.2881718,171.13154738,1.9047619,15,14
FAMI,"Farmmi, Inc. Ordinary Shares",farmmi-ordinary-shares,streaming,stock,common,0,USD,0,0,,0,,0,0
FANG,"Diamondback Energy, Inc.",diamondback,streaming,stock,common,8.29,USD,0.9,5.21515,2.5163562,52.50158328,3.75469337,7,1
FARM,Farmer Brothers Company,farmer-brothers-company,streaming,stock,common,0,USD,0,0,,0,,0,0
FARO,"FARO Technologies, Inc.",faro-technologies,streaming,stock,common,0,USD,0,0,,0,,0,0
FAST,Fastenal Company,fastenal,streaming,stock,common,1.56,USD,0.39,2.11277,2.2712266,77.85985227,11.42857143,20,19
FAT,FAT Brands Inc.,fat-brands,streaming,stock,common,0.56,USD,0.14,17.0213,17.021278,-4.82925147,0,4,0
FATE,"Fate Therapeutics, Inc.",fate-therapeutics,streaming,stock,common,0,USD,0,0,,0,,0,0
FBGL,FBS Global Limited,,streaming,stock,common,,USD,,,,,,,
FBIN,"Fortune Brands Innovations, Inc.",fortune-brands-home-and-security,streaming,stock,common,0.96,USD,0.24,1.49876,1.5451174,25.56250832,4.34782609,12,1
FBIO,"Fortress Biotech, Inc.",fortress-biotech,streaming,stock,common,0,USD,0,0,,0,,0,0
FBIZ,"First Business Financial Services, Inc.",first-business-financial-services,streaming,stock,common,1,USD,0.25,1.95709,2.182913,19.16075877,9.89010989,20,12
FBK,FB Financial Corporation,fb-financial,streaming,stock,common,0.68,USD,0.17,1.38559,1.5043546,27.47585761,13.33333333,7,6
FBLA,"FB Bancorp, Inc.",,streaming,stock,common,0,USD,0,0,,0,,0,0
FBLG,"FibroBiologics, Inc.",fibrobiologics-inc,streaming,stock,common,,USD,0,0,,0,,0,0
FBMS,"First Bancshares, Inc.",the-first-bancshares,streaming,stock,common,1,USD,0.25,2.80348,2.8034766,41.02564103,11.11111111,15,7
FBNC,First Bancorp,first-bancorp,streaming,stock,common,0.88,USD,0.22,2.09724,2.0972354,47.67580453,0,20,0
FBP,First BanCorp. New,first-bancorp-puerto-rico,streaming,stock,common,0.64,USD,0.16,3.38983,3.6979973,35.44135563,14.28571429,7,6
FBRX,"Forte Biosciences, Inc.",forte-biosciences,streaming,stock,common,0,USD,0,0,,0,,0,0
FBYD,"Falcon's Beyond Global, Inc.",falcon-s-beyond-global-8-series-a-preferred-stock,streaming,stock,common,,USD,0,0,,,,0,0
FC,Franklin Covey Company,franklin-covey-company,streaming,stock,common,0,USD,0,0,,0,,0,0
FCAP,"First Capital, Inc.",first-cap-hldg,streaming,stock,common,1.12,USD,0.29,3.02294,3.1309042,31.38925479,3.7037037,20,2
FCBC,"First Community Bankshares, Inc.",first-community-bankshares,streaming,stock,common,1.2,USD,0.31,2.90892,2.9566047,42.79295343,3.44827586,20,13
FCCO,First Community Corporation,first-community,streaming,stock,common,0.58,USD,0.15,2.36663,2.406739,32.00176561,3.57142857,20,3
FCEL,"FuelCell Energy, Inc.",fuelcell-energy,streaming,stock,common,0,USD,0,0,,0,,0,0
FCF,First,first-comm-wth-finl-pa,streaming,stock,common,0.515,USD,0.13,3.16302,3.163017,36.92020933,4.04040404,20,8
FCFS,"FirstCash Holdings, Inc.",firstcash,streaming,stock,common,1.46,USD,0.38,1.32704,1.3537585,25.47015108,7.35294118,9,8
FCN,"FTI Consulting, Inc.",fti-consulting,streaming,stock,common,0,USD,0,0,,0,,0,0
FCNCA,"First Citizens BancShares, Inc.",first-citizens-bancshares,streaming,stock,common,6.87,USD,1.95,0.350576,0.3808482,3.62752739,76.6066838,13,8
FCUV,Focus Universal Inc.,,streaming,stock,common,0,USD,0,0,,0,,0,0
FCX,"Freeport-McMoRan, Inc.",freeport-mcmoran,streaming,stock,common,0.6,USD,0.15,1.62558,1.6255759,46.2962963,0,4,0
FDBC,"Fidelity D & D Bancorp, Inc.",fidelity-d-and-d-bancorp,streaming,stock,common,1.54,USD,0.4,3.47826,3.5674472,42.73622867,5.47945205,20,10
FDMT,"4D Molecular Therapeutics, Inc.",4d-molecular-therapeutics,streaming,stock,common,0,USD,,0,,0,,0,0
FDP,"Fresh Del Monte Produce, Inc.",fresh-del-monte-produce,streaming,stock,common,1,USD,0.25,3.27976,3.4437518,33.76667229,33.33333333,15,5
FDS,FactSet Research Systems Inc.,factset-research-systems,streaming,stock,common,4.04,USD,1.04,0.90094,0.90093994,29.3746776,8.02139037,20,19
FDSB,"Fifth District Bancorp, Inc.",fifth-district-bancorp,streaming,stock,common,,USD,0,0,,,,0,0
FDUS,Fidus Investment Corporation,fidus-investment,streaming,stock,common,1.81,USD,0.43,7.38514,7.3851438,62.24892331,13.83647799,13,2
FDX,FedEx Corporation,fedex,streaming,stock,common,5.04,USD,1.38,2.05401,2.0996575,33.659087,9.56521739,20,3
FE,FirstEnergy Corp.,firstenergy,streaming,stock,common,1.685,USD,0.425,4.38483,4.3848333,99.33970051,6.64556962,20,2
FEAM,"5E Advanced Materials, Inc.",,streaming,stock,common,0,USD,0,0,,0,,0,0
FEBO,Fenbo Holdings Limited,fenbo-limited,streaming,stock,common,0,USD,0,0,,0,,0,0
FEIM,"Frequency Electronics, Inc.",frequency-electronics,streaming,stock,common,0,USD,,6.34921,0,0,,0,0
FELE,"Franklin Electric Co., Inc.",franklin-electric,streaming,stock,common,1,USD,0.25,0.993637,1.0376896,25.89063795,11.11111111,20,15
FEMY,Femasys Inc.,femasys,streaming,stock,common,0,USD,0,0,,0,,0,0
FENC,Fennec Pharmaceuticals Inc.,fennec-pharmaceuticals,streaming,stock,common,0,USD,0,0,,0,,0,0
FERG,Ferguson Enterprises Inc.,ferguson,streaming,stock,common,3.16,USD,0.83,1.80282,1.8704225,38.44536553,5.33333333,14,8
FET,"Forum Energy Technologies, Inc.",forum-energy-technologies,streaming,stock,common,0,USD,0,0,,0,,0,0
FF,FutureFuel Corp.,futurefuel,streaming,stock,common,0.24,USD,0.06,5.30973,5.3097343,29.10502062,0,16,0
FFBC,First Financial Bancorp.,first-financial-bancorp,streaming,stock,common,0.94,USD,0.24,3.42941,3.502371,39.19442939,2.17391304,20,1
FFIC,Flushing Financial Corporation,flushing-financial,streaming,stock,common,0.88,USD,0.22,6.14096,6.140963,-86.9909055,0,20,0
FFIE,Faraday Future Intelligent Electric Inc.,faraday-future,streaming,stock,common,0,USD,0,0,,0,,0,0
FFIN,"First Financial Bankshares, Inc.",first-financial-bankshares,streaming,stock,common,0.72,USD,0.18,1.91184,1.9118428,46.12132471,1.4084507,20,14
FFIV,"F5, Inc.",f5-network,streaming,stock,common,0,USD,0,0,,0,,0,0
FFNW,"First Financial Northwest, Inc.",first-financial-northwest,streaming,stock,common,,USD,,2.44131,2.4413147,0,,11,7
FFWM,First Foundation Inc.,first-foundation,streaming,stock,common,,USD,,0.982318,0.7858546,0,,5,0
FG,"F&G Annuities & Life, Inc.",f-and-g-annuities-and-life,streaming,stock,common,0.85,USD,0.22,1.99624,2.0197277,17.89360672,39.3442623,3,2
FGBI,"First Guaranty Bancshares, Inc.",first-guaranty-bancshares,streaming,stock,common,0.41,USD,0.01,4.80094,0.46838406,,-35.9375,16,0
FGEN,"FibroGen, Inc",fibrogen,streaming,stock,common,0,USD,0,0,,0,,0,0
FGF,Fundamental Global Inc.,fg-financial-800-cumulative-series-a-preferred-stock,streaming,stock,common,0,USD,0,0,,0,,0,0
FGI,FGI Industries Ltd.,fgi-industries-ltd,streaming,stock,common,0,USD,0,0,,0,,0,0
FGL,Founder Group Limited,,streaming,stock,common,,USD,,0,,,,0,0
FGMC,FG Merger II Corp.,,streaming,stock,common,,USD,,0,,,,0,0
FHB,"First Hawaiian, Inc.",first-hawaiian,streaming,stock,common,1.04,USD,0.26,3.86473,3.8647342,57.97747798,0,9,0
FHI,"Federated Hermes, Inc.",federated-hermes,streaming,stock,common,1.21,USD,0.31,3.2,3.2,37.37220867,9.00900901,20,2
FHN,First Horizon Corporation,first-horizon,streaming,stock,common,0.6,USD,0.15,2.78552,2.7855153,44.24452474,0,14,0
FHTX,Foghorn Therapeutics Inc.,foghorn-therapeutics,streaming,stock,common,0,USD,0,0,,0,,0,0
FI,"Fiserv, Inc.",fiserv,streaming,stock,common,0,USD,0,0,,0,,0,0
FIBK,"First Interstate BancSystem, Inc.",first-interstate-bancsystem,streaming,stock,common,1.88,USD,0.47,6.12378,6.1237783,85.83299091,0,15,0
FICO,Fair Isaac Corporation,fair-isaac,streaming,stock,common,0,USD,0,0,,0,,0,0
FIGS,"FIGS, Inc.",figs,streaming,stock,common,0,USD,0,0,,0,,0,0
FIHL,Fidelis Insurance Holdings Limited,fidelis-insurance-limited,streaming,stock,common,0.4,USD,0.1,2.71924,2.7192385,43.21054337,,1,0
FINW,FinWise Bancorp,finwise,streaming,stock,common,0,USD,0,0,,0,,0,0
FIP,FTAI Infrastructure Inc.,fortress-transn-and-infras-invs-llc,streaming,stock,common,0.12,USD,0.03,2.05479,2.0547945,-4.40965715,0,3,0
FIS,"Fidelity National Information Services, Inc.",fidelity-information-services,streaming,stock,common,1.44,USD,0.36,2.02475,2.2497187,97.10047202,-30.76923077,20,0
FISI,"Financial Institutions, Inc.",financial-institutions,streaming,stock,common,1.2,USD,0.3,4.28266,4.4254107,-82.85576193,0,6,0
FITB,Fifth Third Bancorp,fifth-third-bancorp,streaming,stock,common,1.44,USD,0.37,3.31263,3.4046466,45.91543907,5.88235294,20,14
FIVE,"Five Below, Inc.",five-below,streaming,stock,common,0,USD,0,0,,0,,0,0
FIVN,"Five9, Inc.",five9,streaming,stock,common,0,USD,0,0,,0,,0,0
FIX,"Comfort Systems USA, Inc.",comfort-systems-usa,streaming,stock,common,1.2,USD,0.35,0.330278,0.44037104,8.21608298,41.17647059,20,12
FIZZ,National Beverage Corp.,national-beverage,streaming,stock,common,0,USD,0,0,0,0,,0,0
FKWL,Franklin Wireless Corp.,franklin-wireless,streaming,stock,common,0,USD,0,0,,0,,0,0
FL,"Foot Locker, Inc.",foot-locker,streaming,stock,common,1.2,USD,0,0,,0,-25,20,0
FLD,"Fold Holdings, Inc.",ftac-zeus-acquisition,streaming,stock,common,0,USD,0,0,,0,,0,0
FLEX,Flex Ltd.,flex,streaming,stock,common,0,USD,0,0,,0,,0,0
FLG,"Flagstar Financial, Inc.",new-york-community,streaming,stock,common,0.2,USD,0.01,1.66667,0.3333333,-5.42446433,-90.19607843,20,0
FLGC,Flora Growth Corp.,flora-growth,streaming,stock,common,0,USD,0,0,,0,,0,0
FLGT,"Fulgent Genetics, Inc.",fulgent-genetics,streaming,stock,common,0,USD,0,0,,0,,0,0
