name,description,logoid,update_mode,type,typespecs,market_cap_basic,fundamental_currency_code,Perf.1Y.MarketCap,price_earnings_ttm,price_earnings_growth_ttm,price_sales_current,price_book_fq,price_to_cash_f_operating_activities_ttm,price_free_cash_flow_ttm,price_to_cash_ratio,enterprise_value_current,enterprise_value_to_revenue_ttm,enterprise_value_to_ebit_ttm,enterprise_value_ebitda_ttm
AIRS,"AirSculpt Technologies, Inc.",airsculpt-technologies,streaming,stock,common,262496159,USD,-25.19055412,,-3.9315784,1.36507906,3.17632639,19.36213699,218.41849274,43.77879032,358716159,1.90018095,32.64617392,15.97489018
AIRT,"Air T, Inc.",air-t,streaming,stock,common,47185603.00000001,USD,16.40019374,,,0.17993622,9.28204881,3.55752125,,2.39141611,178124603,0.59730663,26.95182373,17.20013548
AISP,"Airship AI Holdings, Inc",airship-ai,streaming,stock,common,139539524,USD,300.99067459,,,,,,,23.06582859,135803249,,,
AIT,"Applied Industrial Technologies, Inc.",applied-industrial-technologies,streaming,stock,common,9616572499,USD,27.39121139,25.3667129,6.8015709,2.12847635,5.36183162,22.90199278,24.37406485,32.1754428,9885431499,2.20705725,19.27394222,17.47014917
AITR,AI TRANSPORTATION ACQUISITION CORP,ai-transportation-acquisition,streaming,stock,common,85823400,USD,,50.95393206,,,1.38965563,,,1700.4827125,85772930,,,
AIZ,"Assurant, Inc.",assurant,streaming,stock,common,10559132950,USD,10.60321037,14.37054139,0.70051161,0.92528976,2.06940454,8.12342584,9.74094801,,12722332950,1.07112885,,
AJG,Arthur J. Gallagher & Co.,gallagher,streaming,stock,common,86022374482,USD,57.13820213,51.75298805,1.08557329,6.73118995,4.18959486,30.21327448,31.96962993,5.20477985,84540174482,7.39207234,37.04490359,27.05805098
AKA,a.k.a. Brands Holding Corp.,aka-brands,streaming,stock,common,151838402.99999997,USD,24.35567979,,,0.27531034,1.10791495,16.71436613,178.08970085,6.40263206,308587403,0.54657289,,67.77671931
AKAM,"Akamai Technologies, Inc.",akamai,streaming,stock,common,12127618802.000002,USD,-26.99918073,24.72419711,,2.9868941,2.48116828,8.13034338,14.81151533,7.73613516,15165640802.000002,3.79980016,23.83208215,11.80422303
AKAN,Akanda Corp.,akanda-corp,streaming,stock,common,2411314,USD,53.12000925,,-8.663e-05,0.6360635,0.47974701,,,0.13226517,-3246251.0000565,,,
AKBA,"Akebia Therapeutics, Inc.",akebia-therapeutics,streaming,stock,common,403635222,USD,35.36693556,,,2.26595212,,,,11.43903845,560747222,3.30086251,,198.21393496
AKRO,"Akero Therapeutics, Inc.",akero-therapeutics,streaming,stock,common,3690511678,USD,133.2421237,,-0.21592127,,4.73989901,,,4.66515719,3009623678,,,
AKYA,"Akoya BioSciences, Inc.",akoya-biosciences,streaming,stock,common,80803576,USD,-68.58995585,,,0.94085583,5.92102873,,,2.24789206,129826576,1.49543945,,
AL,Air Lease Corporation,air-lease,streaming,stock,common,5337180099,USD,21.45242281,14.39125473,,2.05486058,0.70854264,3.1975381,,11.26294286,25071070099,9.69021249,20.48834053,10.58996742
ALAB,"Astera Labs, Inc.",astera-labs,streaming,stock,common,12056110463.000002,USD,,,-0.63211309,30.96939993,12.4855371,88.13572463,117.60149076,13.17513412,11144883463.000002,28.12304995,,
ALB,Albemarle Corporation,albemarle,streaming,stock,common,9056683745,USD,-41.20656868,,,1.72878482,1.17203773,12.91641649,,7.60608498,13986034745,2.60083071,,
ALBT,Avalon GloboCare Corp.,,streaming,stock,common,7933102,USD,99.43655851,,-0.01044244,5.22614559,,,,6.54378479,35623887,27.21551696,,
ALCO,"Alico, Inc.",alico,streaming,stock,common,224317997,USD,7.60056085,,,4.49797385,0.92718548,,,51.0896103,329869997,6.65704708,,
ALCY,Alchemy Investments Acquisition Corp 1,alchemy-investments-acquisition-1,streaming,stock,common,50808911.99999999,USD,,30.25641026,0.16166603,,1.40567083,,,494.11227542,50999273.99999999,,,
ALDF,Aldel Financial II Inc.,,streaming,stock,common,361370000.00000006,USD,,,,,1.27767445,,,298.35938832,360365915.00000006,,,
ALDX,"Aldeyra Therapeutics, Inc.",aldeyra-therapeutics,streaming,stock,common,304298457,USD,80.79961194,,,,4.29271079,,,3.00911236,247167690,,,
ALE,"Allete, Inc.",allete,streaming,stock,common,3803526919,USD,17.73633511,21.19579246,,2.48181462,1.33548127,8.33520018,37.28003914,72.29639469,6103626919,3.98982018,38.12384084,14.08962816
ALEC,"Alector, Inc.",alector,streaming,stock,common,162500861,USD,-74.83232138,,,1.62304571,1.28155036,,,0.39004599,-208377139,,,
ALF,Centurion Acquisition Corp.,centurion-acquisition,streaming,stock,common,366203561.4292706,USD,,,,,1.30964744,,,468.33775407,365421640.4292706,,,
ALG,"Alamo Group, Inc.",alamo,streaming,stock,common,2110865576.0000005,USD,-8.43011396,18.16728269,,1.36261926,2.05089809,10.0453057,11.40397835,10.68201659,2152349576.0000005,1.32166558,13.05973967,9.87805691
ALGM,"Allegro MicroSystems, Inc.",allegro-microsystems,streaming,stock,common,4105988040.000001,USD,-28.00775155,,,5.18389672,4.39866502,73.572803,591.44559163,27.54695503,4356510040,5.63757587,135.73373754,42.53947369
ALGN,"Align Technology, Inc.",align-technology,streaming,stock,common,13962361891.000002,USD,-37.14686426,33.25982964,,3.45919518,3.58567792,18.86562465,22.36756859,13.34166337,13006688891.000002,3.25247558,19.36199155,15.92399699
ALGS,"Aligos Therapeutics, Inc.",aligos-therapeutics,streaming,stock,common,60527742,USD,-56.4722453,,,17.52936421,1.11963131,,,1.41024562,-5371258,,,
ALGT,Allegiant Travel Company,allegiant-travel-company,streaming,stock,common,1348279923.9999998,USD,3.03350379,,,0.53498767,,,,1.69508258,2633679924,1.04819327,20.55041803,6.81580072
ALHC,"Alignment Healthcare, Inc.",alignment-healthcare,streaming,stock,common,3009849039,USD,135.85344061,,,0.95609265,30.13482887,86.59380222,,,3349263039,1.23883391,,
ALIT,"Alight, Inc.",alight,streaming,stock,common,3709623444.000001,USD,-30.69901869,,,1.550483,0.84277912,14.47528255,27.84558169,6.26764811,5395623444,2.31373218,98.10224444,11.99027432
ALK,"Alaska Air Group, Inc.",alaska-air,streaming,stock,common,8896090033,USD,85.02968619,23.67740033,0.33826242,0.78083734,2.03546577,6.36552779,50.9242223,3.72169835,12785090033,1.0894836,13.80679269,8.47255801
ALKS,Alkermes plc,alkermes,streaming,stock,common,5582540959,USD,13.64340037,15.74842883,2.91604821,3.63981875,3.8004251,13.02092079,14.09574702,7.60681421,4906410959,3.14991664,11.66426782,10.92330717
ALKT,"Alkami Technology, Inc.",alkami-technology,streaming,stock,common,3099316958,USD,18.71168529,,,8.76629329,8.81835728,170.92277604,182.91014135,26.92904331,3002034958,8.99219395,,
ALL,Allstate Corporation (The),allstate,streaming,stock,common,52779938631.99999,USD,18.20968826,11.72304994,,0.81759308,2.71461103,5.99167003,6.13594829,,63025938631.99999,0.98315195,,
ALLE,Allegion plc,allegion-plc,streaming,stock,common,11106431768,USD,-0.47476957,18.87713946,1.64269207,2.94480886,7.39778118,16.86121725,19.52534169,22.27771338,12753331768.009972,3.3808737,16.31904257,14.20825732
ALLK,Allakos Inc.,allakos,streaming,stock,common,24998349,USD,-81.47079977,,-0.02601167,,0.34365443,,,0.26866111,-28714651,,,
ALLO,"Allogene Therapeutics, Inc.",allogene-therapeutics,streaming,stock,common,408860583.00000006,USD,-50.35483554,,,9486.45754535,0.88092194,,,1.39906736,209820583.00000003,4879.54844186,,
ALLR,"Allarity Therapeutics, Inc.",,streaming,stock,common,3541106,USD,36.70302615,,,,0.16998391,,,0.06816666,-13584894,,,
ALLT,Allot Ltd.,allot-ltd,streaming,stock,common,227575296,USD,205.32196095,,,2.646031,,51.23647431,91.26131845,4.20809005,215151296,2.33365471,,1029.43203828
ALLY,Ally Financial Inc.,ally,streaming,stock,common,11393895473.000002,USD,2.87812013,14.28131496,,0.69719211,0.97848494,2.80640989,17.63110947,,31338895473,1.91207416,,
ALMS,Alumis Inc.,alumis,streaming,stock,common,252994079,USD,,,,,0.72617558,,,0.69912279,-77777921,,,
ALNT,Allient Inc.,allied-motion,streaming,stock,common,419113012.00000006,USD,-4.8906692,28.35004558,,0.75560456,1.53547073,8.7224981,11.25456031,11.13024409,638161012,1.1625015,18.06593285,10.51613295
ALNY,"Alnylam Pharmaceuticals, Inc.",alnylam-pharmaceuticals,streaming,stock,common,31943552581.999996,USD,61.47575068,,,13.6165902,475.54347826,,,11.82383585,31992467581.999996,14.22998652,,
ALOT,"AstroNova, Inc.",astronova,streaming,stock,common,81763175,USD,-37.17692147,21.5390718,1.709611,0.53818967,0.88700344,9.3798461,10.17019142,18.57344977,131269175,0.85508465,16.71367138,10.52173573
ALRM,"Alarm.com Holdings, Inc.",alarm-com-holdings,streaming,stock,common,2883990875.9999995,USD,-23.44665171,25.42565764,0.51327821,3.70806827,3.96716723,16.87463407,17.74579092,2.84826314,2762547875.9999995,2.9394217,25.39946927,18.19548612
ALRS,Alerus Financial Corporation,alerus,streaming,stock,common,516140778.99999994,USD,21.66588517,20.09073873,0.26275866,1.51450975,1.03524088,,,,771921778.9999999,2.293809,,
ALSN,"Allison Transmission Holdings, Inc.",allison-transmission,streaming,stock,common,8701486546,USD,30.30391396,12.24929574,1.03363996,2.71209842,5.28636513,11.05971391,13.46326876,11.34293322,10340486546,3.20635242,10.42387757,9.2906438
ALT,"Altimmune, Inc.",altimmune,streaming,stock,common,512140823.99999994,USD,-40.78923538,,,22874.740875,3.89565503,,,3.59185965,381888823.99999994,19094.4412,,
ALTG,Alta Equipment Group Inc.,alta-equipment-depositary-shares-each-representing-1-1000th-in-a-share-of-10-series-a-cumulative-perpetual-preferred-stock,streaming,stock,common,182244639,USD,-49.98793382,,,0.09472953,1.89494796,2.51699265,,12.46428552,1400544639.0000002,0.73712876,49.31495208,8.0168554
ALTI,"AlTi Global, Inc.",alvarium-tiedemann,streaming,stock,common,483797444.99999994,USD,-30.51438423,,,1.2094591,0.79382378,,,1.34575105,1090241445,4.42367581,,
ALTM,Arcadium Lithium plc,livent,streaming,stock,common,6288856063.000001,USD,13.333734,64.67331118,,6.22163624,1.00374514,,,67.39184549,8121956063.000001,8.05909512,81.05744574,36.22638744
ALTO,"Alto Ingredients, Inc.",alto-ingredients,streaming,stock,common,123401874.00000001,USD,-19.83999856,,,0.11931013,0.4674376,6.58036812,35.4108877,3.08812672,188430874.00000003,0.18795422,,32.11707414
ALTR,Altair Engineering Inc.,altair-engineering,streaming,stock,common,9574746670,USD,36.95372021,673.50633675,,14.96149756,11.1412604,64.71154435,71.22254318,17.74523775,9271971670,13.92631238,749.43191642,170.01561666
ALTS,ALT5 Sigma Corporation,janone,streaming,stock,common,85120287,USD,1598.66637652,,,10.57237196,23.04761905,23.33572105,23.33572105,8.93697011,108134287,15.20876048,,
ALUR,"Allurion Technologies, Inc.",,streaming,stock,common,18958250,USD,-85.71271852,,,0.24193238,,,,0.28448988,29829250,0.85829689,,
ALV,"Autoliv, Inc.",autoliv,streaming,stock,common,7565496843,USD,-19.32524468,12.07831363,0.30084246,0.72977577,3.323416,7.21621813,15.95401879,23.1575,9313496843,0.89630419,9.3791509,6.74891076
ALVO,Alvotech,alvotech,streaming,stock,common,3424830849,USD,-16.49263286,,,9.40271098,,,,28.95675276,4487059849,12.21151424,,
ALVR,"AlloVir, Inc.",,streaming,stock,common,30156373,USD,-62.43795212,,,,0.40610551,,,0.40352749,-91694627,,,
ALXO,ALX Oncology Holdings Inc.,alx-oncology,streaming,stock,common,58017418.99999999,USD,-92.26588277,,,,0.42408167,,,0.39013061,-73198581.00000003,,,
ALZN,"Alzamend Neuro, Inc.",alzamend-neuro,streaming,stock,common,4454893,USD,-27.51899738,,,,1.14300052,,,0.70753579,361820,,,
AM,Antero Midstream Corporation,antero-midstream,streaming,stock,common,8112371854,USD,22.87917004,20.54296449,2.72068395,6.70006947,3.84186477,9.76304849,13.69548055,,11229329854,9.54173151,17.00844089,12.89124314
AMAL,Amalgamated Financial Corp.,amalgamated-financial,streaming,stock,common,995218873,USD,39.45007768,9.41070704,0.45964751,2.30323084,1.4064405,,,,1325319873,3.04431889,,
AMAT,"Applied Materials, Inc.",applied-materials,streaming,stock,common,128422532206,USD,-16.59060226,20.67869337,,4.64492415,6.89516789,17.79020613,21.81286099,15.76273347,126797532206,4.59095305,15.71415692,14.96136073
AMBA,"Ambarella, Inc.",ambarella,streaming,stock,common,2561751040,USD,35.45176448,,,9.22508348,,,,10.26703758,2316744040,8.13277883,,
AMBC,"Ambac Financial Group, Inc.",ambac-financial,streaming,stock,common,460672910,USD,-27.74421023,,,1.28600542,,,,,460672910,1.18357367,,
AMBI,Ambipar Emergency Response,ambipar-emergency-response,streaming,stock,common,235576865,USD,-23.20534094,,,,0.95723308,,,3.75902616,723703678.3387923,,,
AMBP,Ardagh Metal Packaging S.A.,ardagh-metal-packaging-sa,streaming,stock,common,1715258480,USD,-10.99991842,,,0.38983117,,3.81199778,6.06148057,2.81212951,5353258480,1.09072096,25.25121925,8.0987269
AMC,"AMC Entertainment Holdings, Inc.",amc-entertainment-holdings,streaming,stock,common,1425434315,USD,-5.28224637,,,0.2666145,,,,1.86113602,9021534315,1.94547018,,28.85967471
AMCR,Amcor plc,amcor,streaming,stock,common,14626873643.000002,USD,13.75423092,18.3699401,0.72615215,1.07443386,3.86185842,11.63302387,19.063114,32.88431461,21587873643.034958,1.59449543,15.9202608,11.22614334
AMCX,AMC Networks Inc.,amc-networks,streaming,stock,common,322189831.00000006,USD,-42.70195811,,,0.12933274,0.37643516,0.89221178,1.01696907,0.41502086,2055325831,0.84884729,4.77897174,1.44381928
AMD,"Advanced Micro Devices, Inc.",advanced-micro-devices,streaming,stock,common,161820936800,USD,-40.49841588,99.5414673,1.08292821,6.30596626,2.81359259,53.65709964,67.84666944,31.7948636,159009936800,6.16676117,74.89869845,29.9962152
AME,"AMETEK, Inc.",ametek,streaming,stock,common,43663820969,USD,5.13215984,31.93696962,7.02447115,6.26415167,4.52304783,24.02488074,25.81886956,117.48121011,45614295969,6.57154777,25.63231625,21.09342335
AMED,Amedisys Inc,amedisys,streaming,stock,common,3013410614,USD,-1.84583987,70.65509561,,1.278619,2.65781959,13.59299844,14.00688934,9.87762997,3213093614,1.3682497,15.33205903,13.63757126
AMG,"Affiliated Managers Group, Inc.",affiliated-managers,streaming,stock,common,4998560904,USD,-4.6207189,11.63638097,,2.94824244,1.51172095,6.49414001,6.51753735,6.26142726,7965160904,3.89952066,12.05746428,11.32702063
AMGN,Amgen Inc.,amgen,streaming,stock,common,165491357451,USD,10.68811721,40.82265481,,4.9877961,28.14317702,14.53163795,16.06393304,13.94542053,214397357451,6.45153339,24.5671316,14.9729281
AMIX,"Autonomix Medical, Inc.",,streaming,stock,common,6773203,USD,-91.42426571,,,,0.69776411,,,0.4307496,-3917797,,,
AMKR,"Amkor Technology, Inc.",amkor-technology,streaming,stock,common,5206038742,USD,-26.80196663,14.77177261,,0.82311495,1.25436203,4.80308945,15.15605555,3.17632121,5015712742,0.79391536,11.43951544,4.85492726
AMLX,"Amylyx Pharmaceuticals, Inc.",amylyx-pharmaceuticals,streaming,stock,common,281065558,USD,-79.32823006,,-3.547e-05,1.09509107,1.14589957,,,0.95283578,49237558,0.25059194,,
AMN,AMN Healthcare Services Inc,amn-healthcare-services,streaming,stock,common,966946703,USD,-53.16645861,,,0.34072471,1.36446821,3.02361028,4.04471796,37.79577732,2039110703,0.68339825,17.02323101,6.9460753
AMOD,"Alpha Modus Holdings, Inc.",,streaming,stock,common,27288631,USD,-60.50486295,,,,,,,1126.0730906,27420287,,,
AMP,"Ameriprise Financial, Inc.",ameriprise-financial,streaming,stock,common,53886148308.99999,USD,22.59366228,16.24981098,0.40323321,2.96080774,9.88338961,6.59567686,6.73955875,6.38051631,51149148308.99999,2.84462201,11.10489542,11.50194475
AMPG,"Amplitech Group, Inc.",amplitech,streaming,stock,common,32433161,USD,81.88622168,,-0.01135717,1.40615434,0.89814492,,,15.33237353,37245615,3.19234547,,
AMPH,"Amphastar Pharmaceuticals, Inc.",amphastar-pharmaceuticals,streaming,stock,common,1366955136,USD,-43.00213068,9.2814469,0.559864,2.20741085,2.36226688,,,6.5099219,1793424136,2.45014343,8.73056599,
AMPL,"Amplitude, Inc.",amplitude,streaming,stock,common,1629281987,USD,16.81403411,,,5.21670915,5.4845483,86.91698962,95.85160658,6.64723987,1392887987,4.65425428,,
AMPS,"Altus Power, Inc.",altus-power,streaming,stock,common,788798768.9999999,USD,-24.37024576,23.29867675,,4.34866804,1.53211696,16.01069546,,8.25039859,2276207769,12.23820255,79.79973948,24.07564487
AMPX,"Amprius Technologies, Inc.",amprius-technologies,streaming,stock,common,281965225,USD,7.60835667,,-0.33239507,16.04331176,5.06998568,,,8.03370446,284181225,16.25750715,,
AMPY,Amplify Energy Corp.,amplify-energy,streaming,stock,common,193718313.99999997,USD,-18.33770666,3.14689852,,0.63465798,0.46538004,2.8712433,45.41010826,,319296314,1.04809307,6.88019984,3.69034828
AMR,"Alpha Metallurgical Resources, Inc.",alpha-metallurgical-resources,streaming,stock,common,1789961659.0000002,USD,-58.77602475,9.67469608,,0.58939157,1.08518779,3.08754702,4.69867079,3.71804189,1312084659.0000002,0.4436788,5.7584447,3.07326562
AMRC,"Ameresco, Inc.",ameresco,streaming,stock,common,618824448,USD,-10.05031814,11.10065851,,0.55154832,0.61142811,5.34390551,,3.52612248,2178267448,1.23070964,26.45776082,12.67370354
AMRK,"A-Mark Precious Metals, Inc.",a-mark-precious-metals,streaming,stock,common,625661483,USD,8.30703875,13.20250644,,0.06179983,1.02112466,4.90317756,5.20650568,11.39061957,1449282483,0.1365908,92.60590946,47.06685123
AMRX,"Amneal Pharmaceuticals, Inc.",amneal-pharmaceuticals,streaming,stock,common,2686351422,USD,54.36155669,,-1.02112913,0.92934251,,9.10557473,11.44668453,22.68535298,5226044422,1.87048134,14.79258968,8.86553112
AMS,American Shared Hospital Services,american-shared-hospital-services,streaming,stock,common,18810601,USD,10.89635207,4.9103402,0.00638814,0.75679148,0.70857668,,,1.34916957,30750601,1.23155116,22.96534802,4.29897959
AMSC,American Superconductor Corporation,american-superconductor-corporation,streaming,stock,common,896130565,USD,98.49401873,298.81578947,,4.29281485,4.69862393,36.05013331,38.72732121,11.41569494,823013565,4.1526074,228.99654007,86.95336133
AMSF,"AMERISAFE, Inc.",amerisafe,streaming,stock,common,980311470.9999998,USD,-4.26767046,17.77670305,,3.14234319,3.80945613,40.6670553,42.13002431,,980311470.9999998,3.17208761,,
AMST,Amesite Inc.,amesite,streaming,stock,common,9585857,USD,78.36712485,,-0.06497883,81.06717761,5.37237257,,,10.81457336,8966151,104.11834175,,
AMTB,Amerant Bancorp Inc.,amerant-bancorp,streaming,stock,common,966809840.9999998,USD,34.36782087,,,1.68373256,1.08622014,,,,1907963841,3.36847318,,
AMTM,"Amentum Holdings, Inc.",,streaming,stock,common,4778459560.999999,USD,,,,,1.06781146,,,9.14275862,9024459561,,,
AMTX,"Aemetis, Inc",aemetis,streaming,stock,common,92074683,USD,-29.3410637,,-0.0096863,0.28517557,,6.24412607,,206.78540146,542973683,1.86332767,,
AMWD,American Woodmark Corporation,american-woodmark,streaming,stock,common,920936049,USD,-33.09201483,9.60277193,,0.53241787,1.01467934,8.8112855,24.69814611,21.64240087,1396150049,0.79215625,9.27169283,6.84290002
AMWL,American Well Corporation,american-well,streaming,stock,common,155475528,USD,-47.88363692,,,0.60605791,0.50883592,,,0.67182891,-53167472,,,
AMZN,"Amazon.com, Inc.",amazon,streaming,stock,common,2249685796360,USD,26.17488262,38.44259326,0.41494938,3.52426808,7.8633493,19.73185257,69.54400754,21.83098181,2292788796360,3.59394381,33.05826167,18.77011892
AN,"AutoNation, Inc.",autonation,streaming,stock,common,7122749620,USD,18.55966092,10.7628479,,0.2708601,2.89695255,23.23812202,,72.04962562,12014349620,0.44887615,11.31401226,9.22336068
ANAB,"AnaptysBio, Inc.",anaptysbio,streaming,stock,common,515815238,USD,-24.58323702,,,5.47049956,7.23263544,,,1.3289342,499905238.00000006,5.47661304,,
ANDE,"The Andersons, Inc.",the-andersons,streaming,stock,common,1455718283,USD,-21.40403612,12.83605377,0.97386832,0.12883039,1.06506454,4.38929051,7.98093528,2.59015887,2029586283,0.18028671,9.87686097,6.08949568
